CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Gender_Male,HasCrCard_1,IsActiveMember_1,Exited
-0.02221249051568426,1.5131914520549035,-1.388922846493263,0.07849858983482719,-0.916980101175196,1.4178607827502947,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.44387693877025114,1.7016639020893214,1.3750044980795215,-1.2193437657351438,0.7988340416278972,0.6180313522848104,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-0.664380148642973,-0.560005498323694,0.6840226619363254,-1.2193437657351438,0.7988340416278972,1.1872382495902623,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-2.1972964938500494,-0.7484779483581119,1.0295135800079236,0.031105453531841267,-0.916980101175196,-0.9556197818349672,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1.2206926542468102,0.3823567518483958,-1.0434319284216649,0.8424015313073007,0.7988340416278972,-1.4036868793881625,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.3403015100400433,0.9477741019516497,0.6840226619363254,0.5159647131641633,0.7988340416278972,0.7094351031331998,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.04292757626172584,1.7016639020893214,0.33853174386472734,0.21952625834961134,-0.916980101175196,-1.4947163558371657,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-0.19829071935703765,-0.18306059825485801,-1.0434319284216649,0.7233783088221724,0.7988340416278972,-1.3342449039165605,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.4883019198016197,-0.8427141733753208,0.33853174386472734,0.8469384729375816,0.7988340416278972,-1.4013809390194292,0.0,0.0,1.0,1.0,1.0,1.0,0.0
-0.1465030049919337,-0.18306059825485801,1.3750044980795215,1.2863578178244643,-0.916980101175196,0.9313601873325691,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.13614546211891293,0.3823567518483958,-0.6979410103500668,1.527164388472767,-0.916980101175196,0.08402466685327846,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.13315065257962755,-0.37153304828927597,1.3750044980795215,-1.2193437657351438,0.7988340416278972,1.6619252228446368,1.0,0.0,0.0,1.0,1.0,1.0,0.0
-1.0268941491987007,-0.7484779483581119,-1.388922846493263,-1.2193437657351438,0.7988340416278972,1.4799166597218496,1.0,0.0,0.0,1.0,1.0,1.0,0.0
0.13315065257962755,0.28812052683118683,-0.006959174206870718,0.22011305421031802,-0.916980101175196,-0.3607994142699537,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1.3967708830881636,-0.7484779483581119,-1.0434319284216649,0.7216209517160925,0.7988340416278972,-0.3154661661151636,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.5400896341667236,0.005411851779559921,-0.006959174206870718,-1.2193437657351438,0.7988340416278972,-0.29244776927938543,0.0,0.0,1.0,0.0,1.0,1.0,0.0
0.2781562528019186,-0.08882437323764905,-0.3524500922784688,-1.2193437657351438,0.7988340416278972,1.526747700505566,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.4853071102623343,-1.1254228484269477,1.0295135800079236,1.0331561216738234,0.7988340416278972,-0.16234328099995954,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.6613853391036877,-1.0311866234097389,0.6840226619363254,0.021179847005127,-0.916980101175196,1.3518854500559214,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.5785249961195214,0.6650654269000227,-1.0434319284216649,0.8168244730232357,0.7988340416278972,0.8726569679915407,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.0813629382145236,1.5131914520549035,1.0295135800079236,0.6839216702720833,-0.916980101175196,0.3389222135883459,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5060221960083758,-0.37153304828927597,-0.006959174206870718,-1.2193437657351438,0.7988340416278972,-0.3742220340834039,1.0,0.0,0.0,1.0,1.0,1.0,0.0
0.2367260813098354,3.5863884024335007,1.7204954161511197,0.0009893801338885593,0.7988340416278972,-0.7009142375192691,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.4308383212465112,-0.6542417233409029,-1.0434319284216649,0.7489320802903464,0.7988340416278972,-0.34428442607866055,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.257441167055877,0.9477741019516497,-1.734413764564861,-1.2193437657351438,-0.916980101175196,-0.3377420956767649,1.0,0.0,0.0,0.0,1.0,1.0,1.0
-0.9129611775954719,0.5708292018828137,0.33853174386472734,0.9634800545429226,-0.916980101175196,-0.9221368187489458,1.0,0.0,0.0,1.0,1.0,0.0,0.0
-1.8554975790403636,-1.2196590734441568,1.0295135800079236,-1.2193437657351438,0.7988340416278972,1.38522610546641,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1.1999775685007685,-0.8427141733753208,-0.3524500922784688,0.8188312861570797,0.7988340416278972,-1.2346350912948172,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1.1689049398817062,2.6440261522614112,-1.388922846493263,1.164153233491645,0.7988340416278972,0.11031040621740146,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.18793317648401686,0.005411851779559921,-0.006959174206870718,0.3414210961313322,0.7988340416278972,-0.1111675990452825,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.741564607437135,-0.37153304828927597,-1.0434319284216649,0.9037715421070882,-0.916980101175196,-0.34710347336540115,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7235305963418124,3.020971052330247,-0.006959174206870718,1.7016426110226162,0.7988340416278972,1.6985571993661612,1.0,0.0,0.0,1.0,1.0,1.0,0.0
-0.7990282059922433,-1.2196590734441568,-0.3524500922784688,0.8399288223568965,-0.916980101175196,0.8667120170627596,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.44387693877025114,-0.9369503983925298,-1.0434319284216649,1.1947133513789172,-0.916980101175196,1.6891289249069759,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4335193958972304,2.832498602295829,1.7204954161511197,1.2521520372603303,-0.916980101175196,-0.5053704594990934,1.0,0.0,0.0,1.0,1.0,1.0,0.0
0.8167484821989995,0.005411851779559921,-1.388922846493263,0.8782761471773809,-0.916980101175196,1.629514519423709,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.42615666256349494,-0.7484779483581119,1.3750044980795215,0.43685525261504005,-0.916980101175196,0.8737219298271193,0.0,1.0,0.0,1.0,1.0,1.0,0.0
-0.9751064348335967,0.6650654269000227,1.7204954161511197,-1.2193437657351438,0.7988340416278972,0.16072624511334332,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13315065257962755,0.6650654269000227,-1.0434319284216649,1.041182098219288,-0.916980101175196,-0.7241705088456504,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.6540226057699523,0.6650654269000227,0.33853174386472734,0.19732865934705068,-0.916980101175196,-0.516232583700031,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8685361965641034,0.7593016519172316,1.7204954161511197,0.24042123115092362,0.7988340416278972,0.6759472748275023,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.1642232811986899,0.09964807679676889,-1.0434319284216649,-1.2193437657351438,0.7988340416278972,-1.1044562346574816,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.4157991196904742,0.5708292018828137,-0.6979410103500668,-1.2193437657351438,-0.916980101175196,-1.0713454608766992,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.7856758535799371,-0.9369503983925298,0.6840226619363254,-1.2193437657351438,0.7988340416278972,-0.14057159670624025,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1.034256882532436,-0.08882437323764905,-1.388922846493263,-1.2193437657351438,0.7988340416278972,-0.9064814106197525,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.36401140532537024,-1.8793126485646194,-0.006959174206870718,-1.2193437657351438,0.7988340416278972,1.0423158659973535,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.18493836694473148,-1.3138952984613657,1.0295135800079236,-1.2193437657351438,0.7988340416278972,0.6112429807735693,0.0,0.0,1.0,1.0,1.0,1.0,0.0
